tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,img_num,p1,p1_conf,p1_dog,favorite_count,retweet_count,tweet_year,tweet_month,dog_rating
786363235746385920,2016-10-13 00:29:39+00:00,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,13.0,10,Rizzo,doggo,1,golden_retriever,0.929266,True,12189,4072,2016,Oct,1.3
785639753186217984,2016-10-11 00:34:48+00:00,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,10.0,10,Pinot,doggo,1,porcupine,0.978042,False,8735,2561,2016,Oct,1.0
782747134529531904,2016-10-03 01:00:34+00:00,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,11.0,10,Deacon,doggo,1,golden_retriever,0.560699,True,8310,1604,2016,Oct,1.1
782305867769217024,2016-10-01 19:47:08+00:00,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,12.0,10,Sampson,doggo,1,briard,0.5044270000000001,True,18630,6470,2016,Oct,1.2
775733305207554048,2016-09-13 16:30:07+00:00,This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,11.0,10,Anakin,doggo,1,long-horned_beetle,0.6138520000000001,False,15413,4627,2016,Sep,1.1
775364825476165632,2016-09-12 16:05:54+00:00,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,11.0,10,Finley,doggo,3,beagle,0.571229,True,8295,3472,2016,Sep,1.1
768193404517830656,2016-08-23 21:09:14+00:00,Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://t.co/WmczvjCWJq,8.0,10,Gerald,doggo,1,lion,0.396984,False,12157,4080,2016,Aug,0.8
767191397493538821,2016-08-21 02:47:37+00:00,I don't know any of the backstory behind this picture but for some reason I'm crying. 13/10 for owner and doggo https://t.co/QOKZdus9TT,13.0,10,,doggo,1,patio,0.708665,False,13643,4406,2016,Aug,1.3
760893934457552897,2016-08-03 17:43:45+00:00,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,11.0,10,Wishes,doggo,1,Blenheim_spaniel,0.113992,True,4228,1104,2016,Aug,1.1
759793422261743616,2016-07-31 16:50:42+00:00,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",12.0,10,Maggie,doggo,2,golden_retriever,0.985876,True,6620,2173,2016,Jul,1.2
758828659922702336,2016-07-29 00:57:05+00:00,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,13.0,10,,doggo,1,Chesapeake_Bay_retriever,0.480048,True,12376,4376,2016,Jul,1.3
757393109802180609,2016-07-25 01:52:43+00:00,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV,10.0,10,,doggo,2,Labrador_retriever,0.787125,True,6462,2009,2016,Jul,1.0
756526248105566208,2016-07-22 16:28:07+00:00,All hail sky doggo. 13/10 would jump super high to pet https://t.co/CsLRpqdeTF,13.0,10,,doggo,1,geyser,0.991273,False,11506,4169,2016,Jul,1.3
755206590534418437,2016-07-19 01:04:16+00:00,This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k,14.0,10,one,doggo,1,web_site,0.906673,False,18212,6148,2016,Jul,1.4
752682090207055872,2016-07-12 01:52:49+00:00,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,10.0,10,,doggo,2,German_shepherd,0.299966,True,6642,1846,2016,Jul,1.0
752660715232722944,2016-07-12 00:27:52+00:00,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",10.0,10,,doggo,2,goose,0.339324,False,4878,1794,2016,Jul,1.0
752334515931054080,2016-07-11 02:51:40+00:00,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,8.0,10,,doggo,1,Bedlington_terrier,0.399163,True,4238,1263,2016,Jul,0.8
751583847268179968,2016-07-09 01:08:47+00:00,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,5.0,10,,doggo,1,dalmatian,0.8683040000000001,True,4849,1265,2016,Jul,0.5
750011400160841729,2016-07-04 17:00:26+00:00,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,11.0,10,Piper,doggo,1,muzzle,0.23762,False,3568,1035,2016,Jul,1.1
748932637671223296,2016-07-01 17:33:49+00:00,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,13.0,10,Divine,doggo,1,borzoi,0.742912,True,6461,2564,2016,Jul,1.3
748692773788876800,2016-07-01 01:40:41+00:00,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,10.0,10,his,doggo,1,ox,0.337871,False,4659,1504,2016,Jul,1.0
745433870967832576,2016-06-22 01:50:58+00:00,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,10.0,10,Lenox,doggo,1,barrow,0.999962,False,7824,2894,2016,Jun,1.0
744234799360020481,2016-06-18 18:26:18+00:00,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,13.0,10,,doggo,1,Labrador_retriever,0.825333,True,131075,79515,2016,Jun,1.3
741067306818797568,2016-06-10 00:39:48+00:00,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,12.0,10,just,doggo,1,golden_retriever,0.843799,True,10342,3520,2016,Jun,1.2
739238157791694849,2016-06-04 23:31:25+00:00,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,13.0,10,,doggo,1,Eskimo_dog,0.503372,True,75163,52360,2016,Jun,1.3
735256018284875776,2016-05-24 23:47:49+00:00,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,8.0,10,Kellogg,doggo,1,Staffordshire_bullterrier,0.523191,True,3675,993,2016,May,0.8
733109485275860992,2016-05-19 01:38:16+00:00,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",12.0,10,,doggo,1,golden_retriever,0.945523,True,44619,17621,2016,May,1.2
732375214819057664,2016-05-17 01:00:32+00:00,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,11.0,10,Kyle,doggo,1,tennis_ball,0.998673,False,8832,2838,2016,May,1.1
727644517743104000,2016-05-03 23:42:26+00:00,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,13.0,10,,doggo,2,Great_Pyrenees,0.457164,True,6431,1962,2016,May,1.3
724771698126512129,2016-04-26 01:26:53+00:00,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,11.0,10,,doggo,2,German_short-haired_pointer,0.835491,True,2593,725,2016,Apr,1.1
719991154352222208,2016-04-12 20:50:42+00:00,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,10.0,10,,doggo,2,golden_retriever,0.605304,True,5281,1979,2016,Apr,1.0
716080869887381504,2016-04-02 01:52:38+00:00,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,11.0,10,,doggo,1,golden_retriever,0.638625,True,5272,1935,2016,Apr,1.1
883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10,Grizzwald,floofer,1,chow,0.987997,True,22986,3825,2017,Jul,1.3
800388270626521089,2016-11-20 17:20:08+00:00,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,12.0,10,Doc,floofer,2,golden_retriever,0.35986,True,12456,3265,2016,Nov,1.2
776218204058357768,2016-09-15 00:36:55+00:00,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,13.0,10,,floofer,1,Samoyed,0.940326,True,33345,18497,2016,Sep,1.3
749317047558017024,2016-07-02 19:01:20+00:00,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,12.0,10,Blu,floofer,1,wire-haired_fox_terrier,0.155144,True,6076,2509,2016,Jul,1.2
737445876994609152,2016-05-31 00:49:32+00:00,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,13.0,10,,floofer,1,Samoyed,0.400568,True,11302,5048,2016,May,1.3
733822306246479872,2016-05-21 00:50:46+00:00,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,10.0,10,Moose,floofer,1,Lhasa,0.457356,True,4015,1141,2016,May,1.0
685307451701334016,2016-01-08 03:50:03+00:00,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,11.0,10,Petrick,floofer,1,Pomeranian,0.963176,True,2262,496,2016,Jan,1.1
886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10,Roscoe,pupper,1,French_bulldog,0.999201,True,21524,3316,2017,Jul,1.2
882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10,Gus,pupper,1,Labrador_retriever,0.85005,True,28903,5134,2017,Jul,1.2
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10,a,pupper,1,Samoyed,0.281463,True,50199,16570,2017,Jul,1.4
876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10,Ginger,pupper,1,bloodhound,0.575751,True,21125,3506,2017,Jun,1.2
874296783580663808,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10,Jed,pupper,1,cocker_spaniel,0.437216,True,26651,4308,2017,Jun,1.3
873213775632977920,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10,Sierra,pupper,1,vizsla,0.6197819999999999,True,7467,1667,2017,Jun,1.2
871762521631449091,2017-06-05 16:15:56+00:00,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10,Rover,pupper,2,Labrador_retriever,0.921393,True,20787,3678,2017,Jun,1.2
866450705531457537,2017-05-22 00:28:40+00:00,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13.0,10,Jamesy,pupper,2,French_bulldog,0.905334,True,106827,32883,2017,May,1.3
854120357044912130,2017-04-17 23:52:16+00:00,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many. 14/10 rest easy friend https://t.co/oBL7LEJEzR,14.0,10,,pupper,4,black-and-tan_coonhound,0.8548610000000001,True,33911,8285,2017,Apr,1.4
850019790995546112,2017-04-06 16:18:05+00:00,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,12.0,10,Boomer,pupper,3,Shetland_sheepdog,0.759907,True,21944,5459,2017,Apr,1.2
845306882940190720,2017-03-24 16:10:40+00:00,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,12.0,10,Pickles,pupper,1,Irish_water_spaniel,0.567475,True,25225,6039,2017,Mar,1.2
837820167694528512,2017-03-04 00:21:08+00:00,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",12.0,10,,pupper,1,golden_retriever,0.887625,True,37277,8952,2017,Mar,1.2
837110210464448512,2017-03-02 01:20:01+00:00,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,13.0,10,Clark,pupper,1,Siberian_husky,0.767696,True,17480,2731,2017,Mar,1.3
836380477523124226,2017-02-28 01:00:19+00:00,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",12.0,10,Ava,pupper,1,wooden_spoon,0.08248860000000001,False,16037,3337,2017,Feb,1.2
833124694597443584,2017-02-19 01:23:00+00:00,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,12.0,10,Gidget,pupper,3,Cardigan,0.7105229999999999,True,22133,5513,2017,Feb,1.2
831315979191906304,2017-02-14 01:35:49+00:00,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,13.0,10,,pupper,4,briard,0.982755,True,7117,1264,2017,Feb,1.3
827933404142436356,2017-02-04 17:34:40+00:00,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,12.0,10,Kona,pupper,2,German_shepherd,0.8061149999999999,True,22180,5987,2017,Feb,1.2
824325613288833024,2017-01-25 18:38:36+00:00,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,13.0,10,,pupper,1,Pembroke,0.990793,True,12999,11848,2017,Jan,1.3
822462944365645825,2017-01-20 15:17:01+00:00,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",14.0,10,Gabe,pupper,3,Pomeranian,0.960199,True,31800,17209,2017,Jan,1.4
815966073409433600,2017-01-02 17:00:46+00:00,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,13.0,10,,pupper,1,Tibetan_mastiff,0.506312,True,25057,9907,2017,Jan,1.3
814986499976527872,2016-12-31 00:08:17+00:00,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,11.0,10,Cooper,pupper,1,dalmatian,0.999828,True,8485,1505,2016,Dec,1.1
811386762094317568,2016-12-21 01:44:13+00:00,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,11.0,10,Craig,pupper,1,Pembroke,0.804177,True,23302,7444,2016,Dec,1.1
808733504066486276,2016-12-13 18:01:07+00:00,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,12.0,10,,pupper,1,seat_belt,0.779137,False,8784,2509,2016,Dec,1.2
807621403335917568,2016-12-10 16:22:02+00:00,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,14.0,10,Ollie,pupper,3,golden_retriever,0.873233,True,16236,4288,2016,Dec,1.4
803638050916102144,2016-11-29 16:33:36+00:00,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,13.0,10,,pupper,1,Labrador_retriever,0.372776,True,12270,4828,2016,Nov,1.3
